"state","county_name","year","total_jail_pop","black_jail_pop","PercentofJailPop_Black"
"PA","Elk County",2018,67,49,73.134328358209
"PA","Erie County",2018,635,207,32.5984251968504
"PA","Fayette County",2018,267,65,24.3445692883895
"PA","Forest County",2018,22.09,1.05,4.753282028067
"PA","Franklin County",2018,396.74,80.45,20.2777637747643
"PA","Fulton County",2018,37.26,7.55,20.2630166398282
"PA","Greene County",2018,89,4,4.49438202247191
"PA","Huntingdon County",2018,45,6,13.3333333333333
"PA","Indiana County",2018,191,32,16.7539267015707
"PA","Jefferson County",2018,143,5,3.4965034965035
"PA","Juniata County",2018,31,1.13,3.64516129032258
"PA","Lackawanna County",2018,864,225,26.0416666666667
"PA","Lancaster County",2018,860,196,22.7906976744186
"PA","Lawrence County",2018,208,68,32.6923076923077
"PA","Lebanon County",2018,541,51,9.42698706099815
"PA","Lehigh County",2018,1149,239,20.8006962576153
"PA","Luzerne County",2018,640,169,26.40625
"PA","Lycoming County",2018,370,246,66.4864864864865
"PA","McKean County",2018,78,4,5.12820512820513
"PA","Mercer County",2018,275,87,31.6363636363636
"PA","Mifflin County",2018,119,7,5.88235294117647
"PA","Monroe County",2018,371,92,24.7978436657682
"PA","Montgomery County",2018,1998,766,38.3383383383383
"PA","Montour County",2018,30,2,6.66666666666667
"PA","Northampton County",2018,708,154,21.7514124293785
"PA","Northumberland County",2018,271,29,10.7011070110701
"PA","Perry County",2018,111,20,18.018018018018
"PA","Philadelphia County",2018,6158,3275,53.1828515751868
"PA","Pike County",2018,300,60,20
"PA","Potter County",2018,39,0,0
"PA","Schuylkill County",2018,294,24,8.16326530612245
"PA","Snyder County",2018,98,8,8.16326530612245
"PA","Somerset County",2018,98,11,11.2244897959184
"PA","Sullivan County",2018,18.89,2.46,13.0227633668608
"PA","Susquehanna County",2018,57,2,3.50877192982456
"PA","Tioga County",2018,67,3,4.47761194029851
"PA","Union County",2018,60,6,10
"PA","Venango County",2018,162,16,9.87654320987654
"PA","Warren County",2018,103.91,4.95,4.76373785006255
"PA","Washington County",2018,407,103,25.3071253071253
"PA","Wayne County",2018,127,8,6.2992125984252
"PA","Westmoreland County",2018,658,198,30.0911854103343
"PA","Wyoming County",2018,70,2,2.85714285714286
"PA","York County",2018,2093,701,33.4925943621596
"RI","Bristol County",2018,NA,NA,NA
"RI","Kent County",2018,NA,NA,NA
"RI","Newport County",2018,NA,NA,NA
"RI","Providence County",2018,NA,NA,NA
"RI","Washington County",2018,NA,NA,NA
"SC","Abbeville County",2018,75,53,70.6666666666667
"SC","Aiken County",2018,325,165,50.7692307692308
"SC","Allendale County",2018,37,33,89.1891891891892
"SC","Anderson County",2018,473,187,39.5348837209302
"SC","Bamberg County",2018,32,27,84.375
"SC","Barnwell County",2018,68,36,52.9411764705882
"SC","Beaufort County",2018,197,110,55.8375634517767
"SC","Berkeley County",2018,437,136,31.1212814645309
"SC","Calhoun County",2018,38.45,27.14,70.5851755526658
"SC","Charleston County",2018,1159,725,62.5539257981018
"SC","Cherokee County",2018,182,50,27.4725274725275
"SC","Chester County",2018,46,24,52.1739130434783
"SC","Chesterfield County",2018,80,40,50
"SC","Clarendon County",2018,57,52,91.2280701754386
"SC","Colleton County",2018,139,70,50.3597122302158
"SC","Darlington County",2018,162,121,74.6913580246914
"SC","Dillon County",2018,176,120,68.1818181818182
"SC","Dorchester County",2018,231,137,59.3073593073593
"SC","Edgefield County",2018,51,24,47.0588235294118
"SC","Fairfield County",2018,70,65,92.8571428571429
"SC","Florence County",2018,317,181,57.0977917981073
"SC","Georgetown County",2018,201,107,53.2338308457711
"SC","Greenville County",2018,1267,537,42.3835832675612
"SC","Greenwood County",2018,204,128,62.7450980392157
"SC","Hampton County",2018,36,29,80.5555555555556
"SC","Horry County",2018,773,369,47.7360931435964
"SC","Jasper County",2018,75,3,4
"SC","Kershaw County",2018,146,87,59.5890410958904
"SC","Lancaster County",2018,125,72,57.6
"SC","Laurens County",2018,249,96,38.5542168674699
"SC","Lee County",2018,32.45,21.96,67.673343605547
"SC","Lexington County",2018,753,282,37.4501992031873
"SC","McCormick County",2018,19,12,63.1578947368421
"SC","Marion County",2018,90,49,54.4444444444444
"SC","Marlboro County",2018,61,33,54.0983606557377
"SC","Newberry County",2018,74,54,72.972972972973
"SC","Oconee County",2018,155,46,29.6774193548387
"SC","Orangeburg County",2018,233.55,164.86,70.5887390280454
"SC","Pickens County",2018,265,46,17.3584905660377
"SC","Richland County",2018,850,679,79.8823529411765
"SC","Saluda County",2018,48,14,29.1666666666667
"SC","Spartanburg County",2018,773,329,42.5614489003881
"SC","Sumter County",2018,196.55,133.04,67.6876112948359
"SC","Union County",2018,90,45,50
"SC","Williamsburg County",2018,102,108,105.882352941176
"SC","York County",2018,465,254,54.6236559139785
"SD","Aurora County",2018,NA,NA,NA
"SD","Beadle County",2018,24,0.19,0.791666666666667
"SD","Bennett County",2018,NA,NA,NA
"SD","Bon Homme County",2018,2,0,0
"SD","Brookings County",2018,20,0.3,1.5
"SD","Brown County",2018,56.06,5.17,9.2222618622904
"SD","Brule County",2018,17,1,5.88235294117647
"SD","Buffalo County",2018,NA,NA,NA
"SD","Butte County",2018,15.13,0.47,3.10641110376735
"SD","Campbell County",2018,2.06,0.12,5.8252427184466
"SD","Charles Mix County",2018,32.12,0.76,2.36612702366127
"SD","Clark County",2018,4.72,0.09,1.90677966101695
"SD","Clay County",2018,9.42,0.67,7.11252653927813
"SD","Codington County",2018,39.48,0.72,1.82370820668693
"SD","Corson County",2018,1,0,0
"SD","Custer County",2018,NA,NA,NA
"SD","Davison County",2018,38.44,6.87,17.8720083246618
"SD","Day County",2018,5,0,0
"SD","Deuel County",2018,5.73,0.1,1.74520069808028
"SD","Dewey County",2018,1,0,0
"SD","Douglas County",2018,9.88,0.24,2.42914979757085
"SD","Edmunds County",2018,3,0,0
"SD","Fall River County",2018,18,6,33.3333333333333
"SD","Faulk County",2018,2.54,0,0
"SD","Grant County",2018,6,0,0
"SD","Gregory County",2018,NA,NA,NA
"SD","Haakon County",2018,8.09,0.29,3.58467243510507
"SD","Hamlin County",2018,8.07,0.15,1.85873605947955
"SD","Hand County",2018,NA,NA,NA
"SD","Hanson County",2018,NA,NA,NA
"SD","Harding County",2018,NA,NA,NA
"SD","Hughes County",2018,121.17,2.8,2.31080300404391
"SD","Hutchinson County",2018,NA,NA,NA
"SD","Hyde County",2018,1.46,0,0
"SD","Jackson County",2018,NA,NA,NA
"SD","Jerauld County",2018,NA,NA,NA
"SD","Jones County",2018,NA,NA,NA
"SD","Kingsbury County",2018,NA,NA,NA
"SD","Lake County",2018,14,0,0
"SD","Lawrence County",2018,43,3,6.97674418604651
"SD","Lincoln County",2018,99.63,21.71,21.7906253136605
"SD","Lyman County",2018,NA,NA,NA
"SD","McCook County",2018,NA,NA,NA
"SD","McPherson County",2018,NA,NA,NA
"SD","Marshall County",2018,3,1,33.3333333333333
"SD","Meade County",2018,45.7,1.41,3.08533916849015
"SD","Mellette County",2018,8.88,0.31,3.49099099099099
"SD","Miner County",2018,NA,NA,NA
"SD","Minnehaha County",2018,336.37,73.29,21.7885067039272
"SD","Moody County",2018,NA,NA,NA
"SD","Oglala Lakota County",2018,NA,NA,NA
"SD","Pennington County",2018,644,21,3.26086956521739
"SD","Perkins County",2018,4.17,0.13,3.11750599520384
"SD","Potter County",2018,NA,NA,NA
"SD","Roberts County",2018,60,2,3.33333333333333
"SD","Sanborn County",2018,NA,NA,NA
"SD","Spink County",2018,8.94,0.83,9.2841163310962
"SD","Stanley County",2018,NA,NA,NA
"SD","Sully County",2018,8.83,0.2,2.26500566251416
"SD","Todd County",2018,43.91,1.55,3.52994762013209
"SD","Tripp County",2018,24.12,0.85,3.5240464344942
"SD","Turner County",2018,4.58,0.33,7.20524017467249
"SD","Union County",2018,28,3,10.7142857142857
"SD","Walworth County",2018,8.07,0.47,5.82403965303594
"SD","Yankton County",2018,NA,NA,NA
"SD","Ziebach County",2018,70,4,5.71428571428571
"TN","Anderson County",2018,352,37,10.5113636363636
"TN","Bedford County",2018,158,24,15.1898734177215
"TN","Benton County",2018,79,8,10.126582278481
"TN","Bledsoe County",2018,94,4,4.25531914893617
"TN","Blount County",2018,580,60,10.3448275862069
"TN","Bradley County",2018,515,75,14.5631067961165
"TN","Campbell County",2018,140,2,1.42857142857143
"TN","Cannon County",2018,54,2.35,4.35185185185185
"TN","Carroll County",2018,141,31,21.9858156028369
"TN","Carter County",2018,205,10,4.8780487804878
"TN","Cheatham County",2018,112,4,3.57142857142857
"TN","Chester County",2018,64,13,20.3125
"TN","Claiborne County",2018,197,2,1.01522842639594
"TN","Clay County",2018,25,2,8
"TN","Cocke County",2018,139,10,7.19424460431655
"TN","Coffee County",2018,442,54,12.2171945701357
"TN","Crockett County",2018,62,10,16.1290322580645
"TN","Cumberland County",2018,220,1,0.454545454545455
"TN","Davidson County",2018,2499,1348,53.9415766306523
"TN","Decatur County",2018,57,6,10.5263157894737
"TN","DeKalb County",2018,106,1,0.943396226415094
"TN","Dickson County",2018,286,45,15.7342657342657
"TN","Dyer County",2018,196,73,37.2448979591837
"TN","Fayette County",2018,183,94,51.3661202185792
"TN","Fentress County",2018,53,0.98,1.84905660377358
"TN","Franklin County",2018,133,16,12.0300751879699
"TN","Gibson County",2018,190,81,42.6315789473684
"TN","Giles County",2018,154,48,31.1688311688312
"TN","Grainger County",2018,108,0,0
"TN","Greene County",2018,446,18,4.03587443946188
"TN","Grundy County",2018,57,0,0
"TN","Hamblen County",2018,414,35,8.45410628019324
"TN","Hamilton County",2018,1583,637,40.2400505369551
"TN","Hancock County",2018,94,4,4.25531914893617
"TN","Hardeman County",2018,148,90,60.8108108108108
"TN","Hardin County",2018,150,20,13.3333333333333
"TN","Hawkins County",2018,247,9,3.64372469635628
"TN","Haywood County",2018,122,78,63.9344262295082
"TN","Henderson County",2018,185,51,27.5675675675676
"TN","Henry County",2018,170,79,46.4705882352941
"TN","Hickman County",2018,102,2,1.96078431372549
"TN","Houston County",2018,30,6,20
"TN","Humphreys County",2018,52,6,11.5384615384615
"TN","Jackson County",2018,108,2,1.85185185185185
"TN","Jefferson County",2018,298,12,4.02684563758389
"TN","Johnson County",2018,135,2,1.48148148148148
"TN","Knox County",2018,1464,403,27.5273224043716
"TN","Lake County",2018,49,15,30.6122448979592
"TN","Lauderdale County",2018,122,60,49.1803278688525
"TN","Lawrence County",2018,294,37,12.5850340136054
"TN","Lewis County",2018,40,2,5
"TN","Lincoln County",2018,118,34,28.8135593220339
"TN","Loudon County",2018,188,6,3.19148936170213
"TN","McMinn County",2018,338,53,15.6804733727811
"TN","McNairy County",2018,81,13,16.0493827160494
"TN","Macon County",2018,138,3,2.17391304347826
"TN","Madison County",2018,451,345,76.4966740576497
"TN","Marion County",2018,131,5,3.81679389312977
"TN","Marshall County",2018,170,39,22.9411764705882
"TN","Maury County",2018,377,110,29.1777188328912
"TN","Meigs County",2018,69,1,1.44927536231884
"TN","Monroe County",2018,239,17,7.11297071129707
"TN","Montgomery County",2018,490,175,35.7142857142857
"TN","Moore County",2018,23,0.89,3.8695652173913
"TN","Morgan County",2018,57,1,1.75438596491228
"TN","Obion County",2018,139,55,39.568345323741
"TN","Overton County",2018,144,5,3.47222222222222
"TN","Perry County",2018,40,6,15
"TN","Pickett County",2018,10,0,0
"TN","Polk County",2018,125,2,1.6
"TN","Putnam County",2018,370,28,7.56756756756757
"TN","Rhea County",2018,147,5,3.40136054421769
"TN","Roane County",2018,182,8,4.3956043956044
"TN","Robertson County",2018,511,153,29.9412915851272
"TN","Rutherford County",2018,930,295,31.7204301075269
"TN","Scott County",2018,134,1,0.746268656716418
"TN","Sequatchie County",2018,115,2,1.73913043478261
"TN","Sevier County",2018,520,17,3.26923076923077
"TN","Shelby County",2018,4590,3883,84.5969498910675
"TN","Smith County",2018,119,16,13.4453781512605
"TN","Stewart County",2018,21,1.73,8.23809523809524
"TN","Sullivan County",2018,756,47,6.21693121693122
"TN","Sumner County",2018,724,156,21.5469613259669
"TN","Tipton County",2018,560,293.44,52.4
"TN","Trousdale County",2018,39,4,10.2564102564103
"TN","Unicoi County",2018,93,2,2.1505376344086
"TN","Union County",2018,87,0,0
"TN","Van Buren County",2018,35,0,0
"TN","Warren County",2018,335,22,6.56716417910448
"TN","Washington County",2018,752,69,9.17553191489362
"TN","Wayne County",2018,144,7,4.86111111111111
"TN","Weakley County",2018,104,34,32.6923076923077
"TN","White County",2018,195,16,8.2051282051282
"TN","Williamson County",2018,339,114,33.6283185840708
"TN","Wilson County",2018,420,122,29.0476190476191
"TX","Anderson County",2018,182,55,30.2197802197802
"TX","Andrews County",2018,22,4,18.1818181818182
"TX","Angelina County",2018,244,0,0
"TX","Aransas County",2018,195,8.74,4.48205128205128
"TX","Archer County",2018,18.93,2.18,11.5161119915478
"TX","Armstrong County",2018,3,0.33,11
"TX","Atascosa County",2018,114,2,1.75438596491228
"TX","Austin County",2018,50,11,22
"TX","Bailey County",2018,41,2,4.8780487804878
"TX","Bandera County",2018,54,0,0
"TX","Bastrop County",2018,304,56,18.4210526315789
"TX","Baylor County",2018,7.07,0.82,11.5983026874116
"TX","Bee County",2018,98,2,2.04081632653061
"TX","Bell County",2018,797,402,50.4391468005019
"TX","Bexar County",2018,3867,729,18.8518231186967
"TX","Blanco County",2018,24,2,8.33333333333333
"TX","Borden County",2018,1.61,0.07,4.34782608695652
"TX","Bosque County",2018,29,4,13.7931034482759
"TX","Bowie County",2018,793,350,44.1361916771753
"TX","Brazoria County",2018,894,270,30.2013422818792
"TX","Brazos County",2018,658,277,42.09726443769
"TX","Brewster County",2018,41,0,0
"TX","Briscoe County",2018,NA,NA,NA
"TX","Brooks County",2018,588,11,1.87074829931973
"TX","Brown County",2018,156,13,8.33333333333333
"TX","Burleson County",2018,62,8,12.9032258064516
"TX","Burnet County",2018,428,22,5.14018691588785
"TX","Caldwell County",2018,194,50,25.7731958762887
"TX","Calhoun County",2018,56,3,5.35714285714286
"TX","Callahan County",2018,6,0,0
"TX","Cameron County",2018,1115,7,0.62780269058296
"TX","Camp County",2018,26,4,15.3846153846154
"TX","Carson County",2018,25,2,8
"TX","Cass County",2018,86,25,29.0697674418605
"TX","Castro County",2018,18,1.83,10.1666666666667
"TX","Chambers County",2018,98,21,21.4285714285714
"TX","Cherokee County",2018,130,39,30
"TX","Childress County",2018,60,19,31.6666666666667
"TX","Clay County",2018,20,4,20
"TX","Cochran County",2018,3,0.4,13.3333333333333
"TX","Coke County",2018,NA,NA,NA
"TX","Coleman County",2018,7,1.4,20
"TX","Collin County",2018,1010,301,29.8019801980198
"TX","Collingsworth County",2018,10,0.5,5
"TX","Colorado County",2018,46,19,41.304347826087
"TX","Comal County",2018,282,5.97,2.11702127659574
"TX","Comanche County",2018,42,1,2.38095238095238
"TX","Concho County",2018,14.02,0.36,2.56776034236805
"TX","Cooke County",2018,70,11,15.7142857142857
"TX","Coryell County",2018,77,26,33.7662337662338
"TX","Cottle County",2018,NA,NA,NA
"TX","Crane County",2018,12,1,8.33333333333333
"TX","Crockett County",2018,30,0.78,2.6
"TX","Crosby County",2018,8,3,37.5
"TX","Culberson County",2018,10,2.77,27.7
"TX","Dallam County",2018,17.9,1.63,9.10614525139665
"TX","Dallas County",2018,5210,2585.6,49.6276391554702
"TX","Dawson County",2018,39,3,7.69230769230769
"TX","Deaf Smith County",2018,73,2,2.73972602739726
"TX","Delta County",2018,17,3,17.6470588235294
"TX","Denton County",2018,1188,285,23.989898989899
"TX","DeWitt County",2018,115,17,14.7826086956522
"TX","Dickens County",2018,371.02,42.91,11.565414263382
"TX","Dimmit County",2018,66,1.51,2.28787878787879
"TX","Donley County",2018,12,3,25
"TX","Duval County",2018,28,0.96,3.42857142857143
"TX","Eastland County",2018,80,8,10
"TX","Ector County",2018,636,157,24.685534591195
"TX","Edwards County",2018,8,0,0
"TX","Ellis County",2018,465,0,0
"TX","El Paso County",2018,2330,169,7.25321888412017
"TX","Erath County",2018,72,2,2.77777777777778
"TX","Falls County",2018,35,19,54.2857142857143
"TX","Fannin County",2018,452,122,26.9911504424779
"TX","Fayette County",2018,27,9,33.3333333333333
"TX","Fisher County",2018,7,1,14.2857142857143
"TX","Floyd County",2018,NA,NA,NA
"TX","Foard County",2018,NA,NA,NA
"TX","Fort Bend County",2018,987,398,40.3242147922999
"TX","Franklin County",2018,34,10,29.4117647058824
"TX","Freestone County",2018,56,16,28.5714285714286
"TX","Frio County",2018,348,2,0.574712643678161
"TX","Gaines County",2018,21,1,4.76190476190476
"TX","Galveston County",2018,1123,374,33.3036509349956
"TX","Garza County",2018,65.67,9.25,14.0855794122126
"TX","Gillespie County",2018,10,0.4,4
"TX","Glasscock County",2018,1,0,0
"TX","Goliad County",2018,30,3,10
"TX","Gonzales County",2018,93,24,25.8064516129032
"TX","Gray County",2018,56,6,10.7142857142857
"TX","Grayson County",2018,379,68,17.9419525065963
"TX","Gregg County",2018,697,242,34.7202295552367
"TX","Grimes County",2018,72,22,30.5555555555556
"TX","Guadalupe County",2018,364,32,8.79120879120879
"TX","Hale County",2018,95,12,12.6315789473684
"TX","Hall County",2018,5,2,40
"TX","Hamilton County",2018,12,0.65,5.41666666666667
"TX","Hansford County",2018,3,0,0
"TX","Hardeman County",2018,8,1,12.5
"TX","Hardin County",2018,154,37,24.025974025974
"TX","Harris County",2018,8673,4994,57.5809985010954
"TX","Harrison County",2018,250,135,54
"TX","Hartley County",2018,15.1,1.37,9.07284768211921
"TX","Haskell County",2018,377.77,36.64,9.69902321518384
"TX","Hays County",2018,356,35,9.8314606741573
"TX","Hemphill County",2018,4.89,0,0
"TX","Henderson County",2018,350,88,25.1428571428571
"TX","Hidalgo County",2018,1055,5,0.4739336492891
"TX","Hill County",2018,139,40,28.7769784172662
"TX","Hockley County",2018,75,9,12
"TX","Hood County",2018,142,3,2.11267605633803
"TX","Hopkins County",2018,94,21,22.3404255319149
"TX","Houston County",2018,92,7,7.60869565217391
"TX","Howard County",2018,58,6.32,10.8965517241379
"TX","Hudspeth County",2018,107,4,3.73831775700935
"TX","Hunt County",2018,347,97,27.9538904899135
"TX","Hutchinson County",2018,60,4,6.66666666666667
"TX","Irion County",2018,5.51,0.53,9.61887477313975
"TX","Jack County",2018,15,2,13.3333333333333
"TX","Jackson County",2018,60,16,26.6666666666667
"TX","Jasper County",2018,94,49,52.1276595744681
"TX","Jeff Davis County",2018,NA,NA,NA
"TX","Jefferson County",2018,945,561,59.3650793650794
"TX","Jim Hogg County",2018,11,0,0
"TX","Jim Wells County",2018,61,2.26,3.70491803278688
"TX","Johnson County",2018,805,50,6.2111801242236
"TX","Jones County",2018,35,6,17.1428571428571
"TX","Karnes County",2018,10,0.6,6
"TX","Kaufman County",2018,422,117,27.7251184834123
"TX","Kendall County",2018,55,2,3.63636363636364
"TX","Kenedy County",2018,1.23,0.05,4.0650406504065
"TX","Kent County",2018,5.33,0.75,14.0712945590994
"TX","Kerr County",2018,135,12,8.88888888888889
"TX","Kimble County",2018,11,1.56,14.1818181818182
"TX","King County",2018,43.98,5.09,11.5734424738518
"TX","Kinney County",2018,28,0,0
"TX","Kleberg County",2018,91.77,3.95,4.3042388580146
"TX","Knox County",2018,8,0.6,7.5
"TX","Lamar County",2018,152,35,23.0263157894737
"TX","Lamb County",2018,43,4,9.30232558139535
"TX","Lampasas County",2018,27,2,7.40740740740741
"TX","La Salle County",2018,NA,NA,NA
"TX","Lavaca County",2018,29,13,44.8275862068966
"TX","Lee County",2018,44,9,20.4545454545455
"TX","Leon County",2018,30,7,23.3333333333333
"TX","Liberty County",2018,225,48,21.3333333333333
"TX","Limestone County",2018,839,71,8.46245530393325
"TX","Lipscomb County",2018,3,0,0
"TX","Live Oak County",2018,46.27,0.94,2.03155392262805
"TX","Llano County",2018,40,2,5
"TX","Loving County",2018,1.77,0.07,3.95480225988701
"TX","Lubbock County",2018,1211,265,21.8827415359207
"TX","Lynn County",2018,15,3,20
"TX","McCulloch County",2018,21,1,4.76190476190476
"TX","McLennan County",2018,1562,487,31.1779769526248
"TX","McMullen County",2018,2.73,0.06,2.1978021978022
"TX","Madison County",2018,36,10,27.7777777777778
"TX","Marion County",2018,33,12,36.3636363636364
"TX","Martin County",2018,7,1.11,15.8571428571429
"TX","Mason County",2018,2,0,0
"TX","Matagorda County",2018,120,41,34.1666666666667
"TX","Maverick County",2018,102,1,0.980392156862745
"TX","Medina County",2018,78,3.21,4.11538461538461
"TX","Menard County",2018,5,0,0
"TX","Midland County",2018,464,103,22.198275862069
"TX","Milam County",2018,105,30,28.5714285714286
"TX","Mills County",2018,4,1,25
"TX","Mitchell County",2018,16,7,43.75
"TX","Montague County",2018,61,1,1.63934426229508
"TX","Montgomery County",2018,939,168,17.8913738019169
"TX","Moore County",2018,39,1,2.56410256410256
"TX","Morris County",2018,27,9,33.3333333333333
"TX","Motley County",2018,NA,NA,NA
"TX","Nacogdoches County",2018,233,119.53,51.3004291845494
"TX","Navarro County",2018,211,100,47.39336492891
"TX","Newton County",2018,579,368,63.5578583765112
"TX","Nolan County",2018,43,5,11.6279069767442
"TX","Nueces County",2018,1044,75,7.18390804597701
"TX","Ochiltree County",2018,25,0,0
"TX","Oldham County",2018,7,0,0
"TX","Orange County",2018,181,23,12.707182320442
"TX","Palo Pinto County",2018,97,7,7.21649484536082
"TX","Panola County",2018,43,18,41.8604651162791
"TX","Parker County",2018,425,23,5.41176470588235
"TX","Parmer County",2018,32,3.11,9.71875
"TX","Pecos County",2018,27,2.64,9.77777777777778
"TX","Polk County",2018,955,32,3.35078534031414
"TX","Potter County",2018,612,148,24.1830065359477
"TX","Presidio County",2018,73,0.71,0.972602739726027
"TX","Rains County",2018,22,1.08,4.90909090909091
"TX","Randall County",2018,364,48,13.1868131868132
"TX","Reagan County",2018,78,17,21.7948717948718
"TX","Real County",2018,NA,NA,NA
"TX","Red River County",2018,31,9,29.0322580645161
"TX","Reeves County",2018,61,10,16.3934426229508
"TX","Refugio County",2018,38,4,10.5263157894737
"TX","Roberts County",2018,1.11,0,0
"TX","Robertson County",2018,28,12,42.8571428571429
"TX","Rockwall County",2018,258,52,20.1550387596899
"TX","Runnels County",2018,27.98,0.71,2.53752680486061
"TX","Rusk County",2018,89,30,33.7078651685393
"TX","Sabine County",2018,14,2,14.2857142857143
"TX","San Augustine County",2018,20,8,40
"TX","San Jacinto County",2018,61,11,18.0327868852459
"TX","San Patricio County",2018,221,7.17,3.24434389140271
"TX","San Saba County",2018,5,0,0
"TX","Schleicher County",2018,9,1,11.1111111111111
"TX","Scurry County",2018,45.39,1.93,4.25203789380921
"TX","Shackelford County",2018,16,1.18,7.375
"TX","Shelby County",2018,55,17,30.9090909090909
"TX","Sherman County",2018,2,3,150
"TX","Smith County",2018,804,305,37.9353233830846
"TX","Somervell County",2018,40,2,5
"TX","Starr County",2018,205,0.94,0.458536585365854
"TX","Stephens County",2018,32,1,3.125
"TX","Sterling County",2018,2.56,0.46,17.96875
"TX","Stonewall County",2018,2,0.67,33.5
"TX","Sutton County",2018,7,0.27,3.85714285714286
"TX","Swisher County",2018,13,5,38.4615384615385
"TX","Tarrant County",2018,3501,1400.57,40.0048557554984
"TX","Taylor County",2018,547,133,24.3144424131627
"TX","Terrell County",2018,2,2,100
"TX","Terry County",2018,77,5,6.49350649350649
"TX","Throckmorton County",2018,86.23,8.36,9.6950017395338
"TX","Titus County",2018,119,44,36.9747899159664
"TX","Tom Green County",2018,454.49,43.47,9.56456687715901
"TX","Travis County",2018,2441,745,30.5202785743548
"TX","Trinity County",2018,7,3.5,50
"TX","Tyler County",2018,34,10,29.4117647058824
"TX","Upshur County",2018,200,84,42
"TX","Upton County",2018,47,1,2.12765957446809
"TX","Uvalde County",2018,129,32,24.8062015503876
"TX","Val Verde County",2018,1160,4,0.344827586206897
"TX","Van Zandt County",2018,158,24,15.1898734177215
"TX","Victoria County",2018,392,60,15.3061224489796
"TX","Walker County",2018,63,60.39,95.8571428571429
"TX","Waller County",2018,85,41,48.2352941176471
"TX","Ward County",2018,43,1,2.32558139534884
"TX","Washington County",2018,84,34,40.4761904761905
"TX","Webb County",2018,544,3.21,0.590073529411765
"TX","Wharton County",2018,130,47,36.1538461538462
"TX","Wheeler County",2018,3,0.67,22.3333333333333
"TX","Wichita County",2018,485,129,26.5979381443299
"TX","Wilbarger County",2018,30,9.86,32.8666666666667
"TX","Willacy County",2018,62,2,3.2258064516129
"TX","Williamson County",2018,626,130,20.7667731629393
"TX","Wilson County",2018,117,6,5.12820512820513
"TX","Winkler County",2018,88.23,3.56,4.03490876119234
"TX","Wise County",2018,186,15,8.06451612903226
"TX","Wood County",2018,151,6,3.97350993377483
"TX","Yoakum County",2018,15,0.8,5.33333333333333
"TX","Young County",2018,80,4,5
"TX","Zapata County",2018,156,1.03,0.66025641025641
"TX","Zavala County",2018,64,0.78,1.21875
"UT","Beaver County",2018,369,13,3.5230352303523
"UT","Box Elder County",2018,142,8,5.63380281690141
"UT","Cache County",2018,258,6,2.32558139534884
"UT","Carbon County",2018,98,1,1.02040816326531
"UT","Daggett County",2018,77,3,3.8961038961039
"UT","Davis County",2018,795,47,5.91194968553459
"UT","Duchesne County",2018,172,2,1.16279069767442
"UT","Emery County",2018,20,0,0
"UT","Garfield County",2018,105,5,4.76190476190476
"UT","Grand County",2018,35,3.6,10.2857142857143
"UT","Iron County",2018,169,63,37.2781065088757
"UT","Juab County",2018,38,1.55,4.07894736842105
"UT","Kane County",2018,164,10,6.09756097560976
"UT","Millard County",2018,75,6,8
"UT","Morgan County",2018,40.48,2.9,7.16403162055336
"UT","Piute County",2018,6.27,0.34,5.42264752791069
"UT","Rich County",2018,1,0,0
"UT","Salt Lake County",2018,2398,214,8.92410341951626
"UT","San Juan County",2018,92,3,3.26086956521739
"UT","Sanpete County",2018,117,1,0.854700854700855
"UT","Sevier County",2018,104.73,5.66,5.40437315000477
"UT","Summit County",2018,74,2,2.7027027027027
"UT","Tooele County",2018,136,2.39,1.75735294117647
"UT","Uintah County",2018,236,3,1.27118644067797
"UT","Utah County",2018,734,15,2.04359673024523
"UT","Wasatch County",2018,84,1,1.19047619047619
"UT","Washington County",2018,441,14,3.17460317460317
"UT","Wayne County",2018,NA,NA,NA
"UT","Weber County",2018,935.52,67.1,7.17248161450316
"VT","Addison County",2018,NA,NA,NA
"VT","Bennington County",2018,NA,NA,NA
"VT","Caledonia County",2018,NA,NA,NA
"VT","Chittenden County",2018,NA,NA,NA
"VT","Essex County",2018,NA,NA,NA
"VT","Franklin County",2018,NA,NA,NA
"VT","Grand Isle County",2018,NA,NA,NA
"VT","Lamoille County",2018,NA,NA,NA
"VT","Orange County",2018,NA,NA,NA
"VT","Orleans County",2018,NA,NA,NA
"VT","Rutland County",2018,NA,NA,NA
"VT","Washington County",2018,NA,NA,NA
"VT","Windham County",2018,NA,NA,NA
"VT","Windsor County",2018,NA,NA,NA
"VA","Accomack County",2018,97,29,29.8969072164948
"VA","Albemarle County",2018,450.56,198.55,44.0673828125
"VA","Alleghany County",2018,78.59,7,8.90698562158035
"VA","Amelia County",2018,115.88,77.83,67.164307904729
"VA","Amherst County",2018,122.86,55.43,45.1163926420316
"VA","Appomattox County",2018,60.68,27.38,45.1219512195122
"VA","Arlington County",2018,443.79,298.7,67.3066089817256
"VA","Augusta County",2018,151.87,49.08,32.3171133206031
"VA","Bath County",2018,22.41,2,8.92458723784025
"VA","Bedford County",2018,306.56,138.31,45.1167797494781
"VA","Bland County",2018,29.8,3.45,11.5771812080537
"VA","Botetourt County",2018,83.25,10.41,12.5045045045045
"VA","Brunswick County",2018,141.11,94.74,67.1391113315853
"VA","Buchanan County",2018,208.66,6.49,3.11032301351481
"VA","Buckingham County",2018,NA,NA,NA
